"","Work RID","Image RID","ImageDirectory-ID","vol.","NLM Catalog #","Cover type","Title in Tibetan","Title","Author","Number of Pages (Vol)","Print Type","Source printery","Size of printed area","Page Dimensions","Condition of the Text","Readability of the Text","Name of Cataloger","Date of Cataloged","Name of Digitizer","Volume Number","No, of pages scanned (number of images)","Date scanning completed","Station number","Notes on missing pages","Home Office Liason","Archive Status","Yellow-BDRC Librarian, Orange-Cataloguer, Blue-Digitizer"
"1521","W1NLM1520","I1NLM1520","W1NLM1520-I1NLM1520","1",NA,"wooden box","རྗེ་བཙུན་ཆོས་ཀྱི་རྒྱལ་མཚན་དཔལ་བཟང་པོའི་གསུང་ཇི་ལྟ་བ་བཞིན་ཡི་གེར་བཀོད་པ་སྐབས་བརྒྱད་པའི་སྤྱི་དོན་སོགས།","rje btsun chos kyi rgyal mtshan dpal bzang po'i gsung ji lta ba bzhin yi ger bkod pa skabs brgyad pa'i spyi don sogs/",NA,"105 ff., 27 ff., 13 ff., 19 ff., 8 ff., 3-33 ff.","Block Print",NA,"46.5x6","52.5x8",NA,NA,"Zulaa","25/12/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1522","W1NLM1521","I1NLM1521","W1NLM1521-I1NLM1521","1",NA,"wooden box","དམ་པའི་ཆོས་མངོན་པའི་མཛོད་ཀྱི་རྣམ་པར་བཤད་པ་ཐར་ལམ་གསལ་བྱེད།","dam pa'i chos mngon pa'i mdzod kyi rnam par bshad pa thar lam gsal byed/",NA,"228 ff.","Block Print",NA,"51.5x6","55.5x8.5",NA,NA,"tsagaanaa","25/12/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1523","W1NLM1522","I1NLM1522","W1NLM1522-I1NLM1522","1",NA,"wooden box","ཁྱབ་བདག་རྗེ་བཙུན་བླ་མ་དམ་པ་ཐུབ་དབང་རྡོ་རྗེ་འཆང་དང་ངོ་བོ་དབྱེར་མ་མཆིས་པ་འཇམ་མགོན་ཆོས་ཀྱི་རྒྱལ་བོ་ཙོང་ཁ་བ་ཆེན་པོའི་རྣམ་པར་ཐར་བ་ཐུབ་བསྟན་མཛེས་པའི་རྒྱན་གཅིག་ངོ་མཚར་ནོར་བུའི་འཕྲེང་།","khyab bdag rje btsun bla ma dam pa thub dbang rdo rje 'chang dang ngo bo dbyer ma mchis pa 'jam mgon chos kyi rgyal bo tsong kha ba chen po'i rnam par thar ba thub bstan mdzes pa'i rgyan gcig ngo mtshar nor bu'i 'phreng /",NA,"406 ff.","Block Print",NA,"46.5x6","54x9",NA,NA,"tsagaanaa","25/12/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1524","W1NLM1523","I1NLM1523","W1NLM1523-I1NLM1523","1",NA,"wooden box","བཅོམ་ལྡན་འདས་སྨན་བླ་བཻ་ཌཱུརྱ་འོད་ཀྱི་རྒྱལ་པོ་ལྷོ་སྒོ་སོགས།","bcom ldan 'das sman bla bai DUr+ya 'od kyi rgyal po lho sgo sogs/",NA,"11 ff., 3 ff., 2 ff., 4 ff., 7 ff., 3 ff., 6 ff., 6 ff end folio missing, 2 ff., 2 ff., 4 ff., 3 ff., 1 ff., 8 ff., 1 ff., 8 ff., 13 ff end folio missing, 11 ff., 6 ff., 5 ff., 13 ff., 10 ff., 4 ff., 3 ff., 4 ff., 10 ff., 9 ff., 4 ff., 5 ff., 3 ff., 6 ff., 3 ff., 3 ff., 9 ff., 21 ff. end folio missing, 6 ff., 25 ff., 20 ff., 2 ff.","dbu med manuscript",NA,"15.5x7","22x8.5",NA,NA,"Zulaa","25/12/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1525","W1NLM1524","I1NLM1524","W1NLM1524-I1NLM1524","1",NA,"wooden box","ཐེག་པ་ཆེན་པོ་མདོ་སྡེའི་རྒྱན་ཞེས་བྱ་བའི་ཚིག་ལེའུར་བྱས་པ་སོགས།","theg pa chen po mdo sde'i rgyan zhes bya ba'i tshig le'ur byas pa sogs/","blo ldan shes rab/","61 ff., 33 ff., 27 ff., 27 ff., 20 ff., 12 ff., 9 ff., 9 ff., 8 ff., 5 ff., 6 ff., 8 ff.","Block Print",NA,"46x6","53x9.5",NA,NA,"tsagaanaa","26/12/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1526","W1NLM1525","I1NLM1525","W1NLM1525-I1NLM1525","1",NA,"wooden box","ཁམས་གསུམ་བདུད་འདུལ་སྤྲིན་རིང་རྒྱལ་པོའི་བསྐང་བ་འཕྲིན་ལས་རྣམ་གཞིའི་རིན་ཆེན་འདྲེན་པའི་ཤིང་རྟ་སོགས།","khams gsum bdud 'dul sprin ring rgyal po'i bskang ba 'phrin las rnam gzhi'i rin chen 'dren pa'i shing rta sogs/",NA,"41 ff., 3 ff., 3 ff., 6 ff., 29 ff., 3 ff., 7 ff., 6 ff., 25 ff., 3 ff., 8 ff., 5 ff., 5 ff., 2 ff., 28 ff., 3 ff., 5 ff., 3 ff., 3 ff., 3 ff., 6 ff., 4 ff., 5 ff., 2 ff., 6 ff., 8 ff.","Block Print",NA,"27x5.5","37.5x8.5",NA,NA,"Zulaa","26/12/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1527","W1NLM1526","I1NLM1526","W1NLM1526-I1NLM1526","1",NA,"wooden box","སྡུག་བསྔལ་དང་འབྲེལ་བའི་སོ་ནམ་བྱེད་མཁན་ལ་སྙིང་རྗེ་བསྐྱེད་ཚུལ་གྱི་གཏམ་སོགས།","sdug bsngal dang 'brel ba'i so nam byed mkhan la snying rje bskyed tshul gyi gtam sogs/","ye shes rgyal mtshan/","27 ff., 26 ff., 23 ff., 23 ff. end folio missing, 9 ff., 9 ff., 5 ff., 3 ff.","Block Print",NA,"35.5x6","43x9",NA,NA,"tsagaanaa","26/12/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1528","W1NLM1527","I1NLM1527","W1NLM1527-I1NLM1527","1",NA,"wooden box","རྒྱལ་བའི་བསྟན་སྲུང་ཆེན་པོ་དམ་ཅན་རྡོ་རྗེ་ལེགས་པའི་གསོལ་མཆོད་ལས་བཞིའི་འདོད་འཇོ་སོགས།","rgyal ba'i bstan srung chen po dam can rdo rje legs pa'i gsol mchod las bzhi'i 'dod 'jo sogs/","ngag dbang blo bzang bstan pa'i rgyal mtshan/","15 ff., 12 ff., 4 ff., 12 ff., 34 ff., 8 ff., 3 ff., 3 ff., 7 ff., 2 ff., 4 ff., 4 ff., 2 ff., 2 ff., 12 ff., 12 ff., 11 ff., 16 ff., 6-13 ff., 13 ff. end folio missing, 15 ff.","dbu med manuscript",NA,"30x7","35x9",NA,NA,"Zulaa","26/12/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1529","W1NLM1528","I1NLM1528","W1NLM1528-I1NLM1528","1",NA,"wooden box","བཅོམ་ལྡན་འདས་དཔལ་རྡོ་རྗེ་འཇིགས་བྱེད་ཀྱི་ལམ་རིམ་པ་གཉིས་ཀྱི་རྣལ་འབྱོར་ལ་སློབ་ཚུལ་ཟུང་འཇུག་སྒྲུབ་པའི་ཐེམ་སྐས།","bcom ldan 'das dpal rdo rje 'jigs byed kyi lam rim pa gnyis kyi rnal 'byor la slob tshul zung 'jug sgrub pa'i them skas/","dam chos dpal 'byor/","85 ff.","dbu med manuscript",NA,"44.5x7","51x9",NA,NA,"tsagaanaa","26/12/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1530","W1NLM1529","I1NLM1529","W1NLM1529-I1NLM1529","1",NA,"wooden box","སྐྱབས་འགྲོའི་ཁྲིད་ཡིག་མདོར་བསྡུས་ལམ་རིམ་ལས་འཁོར་བུར་བཏོན་ཏེ་བྲིས་པ་སོགས།","skyabs 'gro'i khrid yig mdor bsdus lam rim las 'khor bur bton te bris pa sogs/",NA,"50 ff., 3 ff., 3 ff., 3 ff., 4 ff., 12 ff., 2 ff., 2 ff., 10 ff., 2 ff., 5 ff., 18 ff., 6 ff., 27 ff., 7 ff., 18 ff., 7 ff., 7 ff., 13 ff., 8 ff., 9 ff.","Block Print",NA,"36.5x6","44.5x9",NA,NA,"Zulaa","26/12/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1531","W1NLM1530","I1NLM1530","W1NLM1530-I1NLM1530","1",NA,"wooden box","འཕགས་པ་འདུས་པ་ཆེན་པོ་རིན་པོ་ཆེ་ཏོག་གི་གཟུངས་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།","phags pa 'dus pa chen po rin po che tog gi gzungs zhes bya ba theg pa chen po'i mdo/",NA,"183 ff.","Block Print",NA,"34x7","44.5x11.5",NA,NA,"tsagaanaa","26/12/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1532","W1NLM1531","I1NLM1531","W1NLM1531-I1NLM1531","1",NA,"wooden box","བདེར་གཤེགས་བདུན་གྱི་མཆོད་པའི་ཆོག་སྒྲིགས་ཡིད་བཞིན་དབང་རྒྱལ་སོགས།","bder gshegs bdun gyi mchod pa'i chog sgrigs yid bzhin dbang rgyal sogs/",NA,"93 ff., 3 ff., 7 ff., 7 ff., 10 ff., 4 ff., 12 ff., 2 ff., 2 ff., 9 ff., 6 ff., 5 ff., 3 ff., 9 ff., 5 ff., 6 ff., 5 ff., 9 ff., 2 ff., 32 ff.","dbu med manuscript",NA,"18x6","22x8.5",NA,NA,"Zulaa","26/12/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1533","W1NLM1532","I1NLM1532","W1NLM1532-I1NLM1532","1",NA,"wooden box","དཔེ་ཆོས་རིན་སྤུངས་ཀྱི་གཏམ་བརྒྱུད་རིན་ཆེན་འཕྲེང་མཛེས་སོགས།","dpe chos rin spungs kyi gtam brgyud rin chen 'phreng mdzes sogs/",NA,"72 ff., 32 ff.","dbu med manuscript",NA,"35x8.5","41x10.5",NA,NA,"tsagaanaa","26/12/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1534","W1NLM1533","I1NLM1533","W1NLM1533-I1NLM1533","1",NA,"wooden box","བྱང་ཆུབ་ལམ་གྱི་རིམ་པའི་ཁྲིད་ཡིག་ཆེན་པོ་དཀའ་བའི་གནད་རྣམས་གསལ་བར་བཀོད་པའི་ལམ་རིམ་རབ་གསལ་མེ་ལོང་སོགས།","byang chub lam gyi rim pa'i khrid yig chen po dka' ba'i gnad rnams gsal bar bkod pa'i lam rim rab gsal me long sogs/",NA,"134 ff., 7 ff., 4 ff., 20 ff.","Block Print",NA,"55x7","62x10",NA,NA,"Zulaa","26/12/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1535","W1NLM1534","I1NLM1534","W1NLM1534-I1NLM1534","1",NA,"wooden box","འཇམ་མགོན་རྒྱལ་བ་གཉིས་པ་ལ་བསྟན་པའི་སྙིང་པོ་གསལ་བར་མཛད་པའི་ཚུལ་ལས་བརྩམས་ཏེ་བསྟོད་པ་དོན་དང་ལྡན་པའི་རྒྱ་ཆེར་འགྲེལ་པ་བསྟན་པའི་དེ་ཉིད་སྣང་བ།","jam mgon rgyal ba gnyis  pa la bstan pa'i snying po gsal bar mdzad pa'i tshul las brtsams te bstod pa don dang ldan pa'i rgya cher 'grel pa bstan pa'i de nyid snang ba/","dkon mchog bstan pa'i sgron me/","165 ff.","Block Print",NA,"43x6","48.5x10",NA,NA,"Zulaa","27/12/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
