"","Work RID","Image RID","ImageDirectory-ID","vol.","NLM Catalog #","Cover type","Title in Tibetan","Title","Author","Number of Pages (Vol)","Print Type","Source printery","Size of printed area","Page Dimensions","Condition of the Text","Readability of the Text","Name of Cataloger","Date of Cataloged","Name of Digitizer","Volume Number","No, of pages scanned (number of images)","Date scanning completed","Station number","Notes on missing pages","Home Office Liason","Archive Status","Yellow-BDRC Librarian, Orange-Cataloguer, Blue-Digitizer"
"573","W1NLM572","I1NLM572","W1NLM572-I1NLM572","1","M0058485","wooden cover","ཤཱཀྱའི་བཙུན་པ་ཨྲཐ་སིདྡྷི་བཛྲ་གྱི་རྣམ་ཐར་མཐོང་བ་འཛུམ་ཤོར་སོགས།","shAkya'i btsun pa a+rtha sid+dhi badzra gyi rnam thar mthong ba 'dzum shor sogs/","bhu su gu pa/","4 ff., 20 ff., 2 ff., 4 ff., 3 ff., 3 ff., 2 ff., 2 ff., 3 ff., 4 ff., 2 ff., 4 ff., 2 ff., 3 ff., 2 ff., 3 ff., 2 ff., 6 ff., 5 ff., 4 ff., 4 ff., 4 ff., 6 ff., 5 ff., 8 ff., 6 ff., 3 ff., 11 ff., 5 ff., 7 ff., 4 ff., 2 ff., 3 ff., 5 ff., 6 ff., 2 ff., 6 ff., 4 ff., 2 ff., 3 ff., 9 ff., 3 ff., 7 ff., 4 ff., 4 ff., 7 ff., 6 ff., 4 ff., 3 ff., 4 ff., 3 ff., 9 ff., 22 ff., 7 ff., 11 ff., 58 ff., 36 ff., 5 ff.","Block Print",NA,"49.5x7","60x10",NA,NA,"tsagaanaa","28/9/18",NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","W1NLM573","I1NLM573","W1NLM573-I1NLM573","1","M0058486","n/a","དམ་པའི་ཆོས་མངོན་པ་མཛོད་ཀྱི་དགོངས་འགྲེལ་གྱི་བསྟན་བཅོས་ཐུབ་བསྟན་ནོར་བུའི་གཏེར་མཛོད་དུས་གསུམ་རྒྱལ་བའི་བཞེད་དོན་ཀུན་གསལ་སོགས།","dam pa'i chos mngon pa mdzod kyi dgongs 'grel gyi bstan bcos thub bstan nor bu'i gter mdzod dus gsum rgyal ba'i bzhed don kun gsal/",NA,"79 ff., 66 ff., 81 ff., 87 ff., 37 ff., 41 ff., 27 ff., 31 ff.","Block Print",NA,"41x6","50x9",NA,NA,"Zulaa","28/9/18",NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","W1NLM574","I1NLM574","W1NLM574-I1NLM574","1","M0058487","n/a","གྲུབ་ཆེན་སྤྱོད་པའི་རྡོ་རྗེའི་བཞེད་སྲོལ་དཔལ་འཁོར་ལོ་བདེ་མཆོག་ལྷ་དྲུག་བཅུ་རེ་གཉི་ཀྱི་སྒྲུབ་ཐབས་བསྐྱེད་རིམ་གྱི་དམིགས་པ་ཡིད་འབྱེད་ཚུལ་འདོད་འཇོའི་བུམ་བཟང་གི་ཁ་རྒྱན་དཔག་བསམ་ལྗན་ཤིང་།","grub chen spyod pa'i rdo rje'i bzhed srol dpal 'khor lo bde mchog lha drug cu re gnyis kyi sgrub thabs bskyed rim gyi dmigs pa yid 'byed tshul 'dod 'jo'i bum bzang gi kha rgyan dpag bsam ལjon shing /","chos rje blo bzang shes rab/","116 ff.","Block Print",NA,"47x7","61x10",NA,NA,"tsagaanaa","28/9/18",NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","W1NLM575","I1NLM575","W1NLM575-I1NLM575","1","M0058488","wooden cover","སྐབས་བཞི་བའི་བསྡུས་དོན་རྒྱལ་མཁན་པོ་གྲགས་པ་རྒྱལ་མཚན་པ་ལ་གནང་བ་སོགས།","skabs bshi ba'i bsdus don rgyal mkhan po grags pa rgyal mtshan pa la gnang ba sogs/","dkon mchog bstan pa'i sgron me/","26 ff., 26 ff., 53 ff.","Block Print",NA,"52x7","62x10",NA,NA,"tsagaanaa","28/9/18",NA,NA,NA,NA,NA,NA,NA,NA,NA
"577","W1NLM576","I1NLM576","W1NLM576-I1NLM576","1","M0058489","n/a","རྟ་མགྲིན་ཡང་གསང་ཁྲོས་པའི་སྒྲུབ་ཐབས་ཀྱི་རྣམ་བཤད་སྒོམ་ཁོག་བླ་ཆེན་ཆོས་དཔལ་བཟང་པོས་མཛད་པ།","rta mgrin yang gsang khros pa'i sgrub thabs kyi rnam bshad sgom khog bla chen chos dpal bzang pos mdzad pa/",NA,"101 ff.","dbu med manuscript",NA,"41x6.5","50x9",NA,NA,"tsagaanaa","28/9/18",NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","W1NLM577","I1NLM577","W1NLM577-I1NLM577","1","M0058490","n/a","ལུང་གི་པར་སྡོམ་མཆན་དང་བཅས་པ་སོགས།","lung gi par sdom mchan dang bcas pa sogs/",NA,"4 ff., 19 ff., 28 ff., 5 ff., 2 ff., 4 ff., 22 ff., 2 ff., 29 ff.","Block Print",NA,"47x7","53x9.5",NA,NA,"tsagaanaa","28/9/18",NA,NA,NA,NA,NA,NA,NA,NA,NA
"579","W1NLM578","I1NLM578","W1NLM578-I1NLM578","1","M0058491","n/a","ཕར་ཕྱིན་གྱི་ཊཱི་ཀྐ་ལེགས་བཤད་གསེར་གྱི་ཕྲེང་བ་ལས་སྐབས་བཞི་པ་མན་གྱི་འགྲེལ་པ།","phar phyin gyi TIk+ka legs bshad gser gyi phreng ba las skabs bzhi pa man gyi 'grel pa/","blo bzang grags pa'i dpal/","429-582 ff.","Block Print",NA,"49x6.5","60.5x9.5",NA,NA,"Zulaa","28/9/18",NA,NA,NA,NA,NA,NA,NA,NA,NA
"580","W1NLM579","I1NLM579","W1NLM579-I1NLM579","1","M0058492","n/a","དཔལ་རྡོ་རྗེ་འཇིགས་བྱེད་ཆེན་པོའི་བསྐྱེད་རིམ་དངོས་གྲུབ་ཀྱི་གཏེར་མཛོད་སོགས།","dpal rdo rje 'jigs byed chen po'i bskyed rim dngos grub kyi gter mdzod sogs/","mkhas grub rje/","28 ff., 2 ff., 3 ff., 5 ff., 3 ff., 2 ff., 3 ff., 31 ff., 13 ff., 6 ff.","dbu med manuscript",NA,"46.5x6.5","53.5x9.5",NA,NA,"tsagaanaa","28/9/18",NA,NA,NA,NA,NA,NA,NA,NA,NA
"581","W1NLM580","I1NLM580","W1NLM580-I1NLM580","1","M0058493","n/a","སོ་སོར་ཐར་པའི་ཚུལ་ཁྲིམས་ཀྱི་པད་ཚལ་རྒྱས་བྱེད་ལེགས་བཤད་ལིང་རིགས་ཀྱི་ཉི་མ་ཞེས་བྱ་བ་བསོད་ནམས་གྲགས་པའི་དཔལ་གྱི་མཛད་པ།","so sor thar pa'i tshul khrims kyi pad tshal rgyas byed legs bshad lung rigs kyi nyi ma zhes bya ba bsod nams grags pa'i dpal gyi mdzad pa/",NA,"96 ff.","Block Print",NA,"53.5x7.5","61.5x10.5",NA,NA,"Zulaa","28/9/18",NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","W1NLM581","I1NLM581","W1NLM581-I1NLM581","1","M0058494","n/a","ལས་བརྒྱ་རྩ་གཅིག་གི་རྣམ་པར་བཤད་པ་ཆོ་གའི་གསལ་བྱེད།","las brgya rtsa gcig gi rnam par bshad pa cho ga'i gsal byed/","ngag dbang rta mgrin/","159 ff.","Block Print",NA,"48x7","54x9.5",NA,NA,"Zulaa","28/9/18",NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","W1NLM582","I1NLM582","W1NLM582-I1NLM582","1","M0058495","n/a","སྒྲོལ་མའི་སྒོ་ནས་འབྲས་བུ་འབོད་བྱ་འདོད་པའི་བུ་འགུགས་སོགས།","sgrol ma'i sgo nas 'bras bu 'bod bya 'dod pa'i bu 'gugs sogs/",NA,"3 ff., 4 ff., 10 ff., 6 ff., 3 ff., 9 ff., 5 ff., 3 ff., 8 ff., 8 ff., 19 ff., 4 ff., 30 ff.,4 ff., 6 ff., 3 ff., 10 ff., 6 ff., 16 ff., 5 ff., 20 ff.","dbu med manuscript",NA,"28x7.5","34x10",NA,NA,"Zulaa","28/9/18",NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","W1NLM583","I1NLM583","W1NLM583-I1NLM583","1","M0058496","n/a","ཆོས་མངོན་མཛོད་ཀྱི་ཚིག་ལེའུར་བྱས་པའི་འགྲེལ་པ་མངོན་པའི་རྒྱན་ཅེས་བྱ་བ་ལས་དུམ་བུ་གཉིས་པ།","chos mngon mdzod kyi tshig le'ur byas pa'i 'grel pa mngon pa'i rgyan ces bya ba las dum bu gnyis pa/",NA,"389 ff.","Block Print",NA,"48.5x7","52.5x9.5",NA,NA,"Zulaa","28/9/18",NA,NA,NA,NA,NA,NA,NA,NA,NA
"585","W1NLM584","I1NLM584","W1NLM584-I1NLM584","1","M0058497","wooden cover","མན་ངག་ཡོན་ཏན་རྒྱུད་ཀྱི་ལྷན་ཐབས་ཟུག་རྔུའི་ཚ་གདུང་སེལ་བའི་ཀཏྤུ་ར་དུས་མིན་འཆི་ཞགས་གཅོད་པའི་རལ་གྲི།","man ngag yon tan rgyud kyi lhan thabs zug rngu'i tsha gdung sel ba'i kat+pu ra dus min 'chi zhags gcod pa'i ral gri/",NA,"297 ff.","Block Print",NA,"36x5.5","39.5x9",NA,NA,"Zulaa","01/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","W1NLM585","I1NLM585","W1NLM585-I1NLM585","1","M0058498","n/a","གསེར་འོད་གཡང་སྐྱབས་པས་གྱང་འགུགས་སོགས།","gser 'od g.yang skyabs pas g.yang 'gugs sogs/",NA,"23 ff., 6 ff., 17 ff., 7 ff., 10 ff., 7 ff., 8 ff., 12 ff., 31 ff., 2 ff., 5 ff., 20 ff., 6 ff., 4 ff., 2 ff., 3 ff.,","Block Print",NA,"24x5.5","29x8.5",NA,NA,"Zulaa","01/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","W1NLM586","I1NLM586","W1NLM586-I1NLM586","1","M0058499","n/a","འཕགས་པ་ཡངས་པའི་གྲོན་ཁྱེར་དུ་མཇུག་པའི་མདོ་སོགས།","phags pa yangs pa'i gron khyer du mjug pa'i mdo sogs/",NA,"9 ff., 71 ff.","dbu med manuscript",NA,"28.5x7.5","35x11",NA,NA,"Zulaa","01/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"588","W1NLM587","I1NLM587","W1NLM587-I1NLM587","1","M0058500","n/a","གསོ་བ་རིག་པའི་མན་ངག་ཀུན་གྱི་གཅེས་བསྡུས་ཕན་བདེའི་སྙིང་པོ།","gso ba rig pa'i man ngag kun gyi gces bsdus phan bde'i snying po/","bsam gtan khang bur/","69 ff.","manuscript",NA,"25x6","30x8.5",NA,NA,"tsagaanaa","01/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","W1NLM588","I1NLM588","W1NLM588-I1NLM588","1","M0058501","n/a","འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་རྡོ་རྗེ་བཅོད་པ་སོགས།","phags pa shes rab kyi pha rol tu phyin pa rdo rje bcod pa sogs/",NA,"56 ff., 15 ff., 7 ff., 13 ff., 18 ff., 2 ff., 3 ff., 45 ff., 4 ff.","dbu med manuscript",NA,"18.5x6","21.5x7",NA,NA,"tsagaanaa","01/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"590","W1NLM589","I1NLM589","W1NLM589-I1NLM589","1","M0058502","n/a","དུས་འབྲེལ་གྱི་གསོ་སྦྱོང་གི་འདོན་བསྒྲིགས་ནག་འགྲོས་མ་སོགས།","dus 'brel gyi gso sbyong gi 'don bsgrigs nag 'gros ma sogs/",NA,"15 ff., 12 ff., 4 ff., 4 ff., 11 ff., 2 ff., 9 ff. end folio missing, 5 ff., 11 ff., 5 ff., 5 ff., 17 ff.","Block Print",NA,"17x5.5","20.5x8.5",NA,NA,"tsagaanaa","01/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"591","W1NLM590","I1NLM590","W1NLM590-I1NLM590","1","M0058503","n/a","སྨྱུར་བར་གནས་བའི་ཆོ་གའི་བླ་བརྒྱུད་གསོལ་འདེབས་སོགས།","smyung bar gnas ba'i cho ga'i bla brgyud gsol 'debs sogs/",NA,"3 ff., 50 ff. end folio missing, 2 ff.,","Block Print",NA,"25x5.5","32.5x7.5",NA,NA,"Zulaa","01/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"592","W1NLM591","I1NLM591","W1NLM591-I1NLM591","1","M0058504","n/a","ཚེ་གཅིག་གི་ཉམས་ལེན་བྱ་ཚུལ་རྣམས་ཁྲིག་ཆགས་སུ་བསྡེབས་པ་ཆོས་སྤྱོད་གསལ་བའི་སྒྲོན་མེ་སོགས།","tshe gcig gi nyams len bya tshul rnams khrig chags su bsdebs pa chos spyod gsal ba'i sgron me sogs/","blo bzang tshe dbang/","61 ff., 2 ff., 7 ff., 3 ff., 7 ff., 22 ff., 6 ff., 13 ff., 8 ff., 8 ff., 4 ff.","Block Print",NA,"12.5x5.5","20x7.5",NA,NA,"tsagaanaa","01/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","W1NLM592","I1NLM592","W1NLM592-I1NLM592","1","M0058505","n/a","བླ་མ་རྡོ་རྗེ་འཆང་བློ་བཟང་ཚུལ་ཁྲིམས་འཇིགས་མེད་བསྟན་པའི་རྒྱལ་མཚན་དངོས་གྲུབ་སྩོལ།","bla ma rdo rje 'chang blo bzang tshul khrims 'jigs med bstan pa'i rgyal mtshan dngos grub stsol/","blo bzang tshul khrims 'jigs med bstan pa'i rgyal mtshan/","87 ff.","Block Print",NA,"19.5x5.5","29x7.5",NA,NA,"Zulaa","01/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","W1NLM593","I1NLM593","W1NLM593-I1NLM593","1","M0058506","wooden cover","ཆོས་མངོན་པའི་མཛོད་ཀྱི་ཚིག་ལེའུར་བྱས་པ།","chos mngon pa'i mdzod kyi","pan de dpal brtsegs/","121 ff.","Block Print",NA,"16x5","20x7.5",NA,NA,"tsagaanaa","01/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","W1NLM594","I1NLM594","W1NLM594-I1NLM594","1","M0058507","n/a","རྗེ་བཙུན་འཕགས་མ་སྒྲོལ་མའི་སྒྲུབ་ཐབས་དགོས་འདོད་ཀུན་འབྱུང་དང་འདི་ལ་བརྟེན་པའི་འཆི་བླུའི་གདམས་པ་ཚེ་སྲོག་སྐྱོབ་བྱེད་སོགས།","rje btsun 'phags ma sgrol ma'i sgrub thabs dgos 'dod kun 'byung dang 'di la brten pa'i 'chi blu'i gdams pa tshe srog skyob byed sogs/","dam tshig rdo rje/","7 ff., 2 ff., 26 ff., 5 ff., 3 ff., 10 ff., 6 ff. end folio missing, 6 ff., 2 ff., 10 ff., 4 ff., 7 ff., 28 ff.","dbu med manuscript",NA,"17x6","21.5x7",NA,NA,"Zulaa","01/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","W1NLM595","I1NLM595","W1NLM595-I1NLM595","1","M0058508","n/a","སྨན་བླའི་མཆོད་པ་ཆོ་ག་ཡིད་བཞིན་དབང་རྒྱལ།","sman bla'i mchod pa cho ga yid bzhin dbang rgyal/","dge slong 'jam dbyangs/","117 ff.","Block Print",NA,"15x5","20.5x7",NA,NA,"tsagaanaa","01/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","W1NLM596","I1NLM596","W1NLM596-I1NLM596","1","M0058509","n/a","དཔང་སྐོང་ཕྱག་རྒྱ་པ་སོགས།","dpang skong phyag rgya pa sogs/",NA,"22 ff., 3 ff., 3 ff., 5 ff., 17 ff., 17 ff., 73 ff., 7 ff., 3 ff., 5 ff., 7 ff., 18 ff.","Block Print",NA,"17.5x5.5","17.5x7",NA,NA,"tsagaanaa","01/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","W1NLM597","I1NLM597","W1NLM597-I1NLM597","1","M0058510","n/a","ས་བདག་ཆབ་གཏོར་གཏོར་ཚུལ་རྐྱེན་ངན་ཀུན་སེལ་སོགས།","sa bdag chab gtor gtor tshul rkyen ngan kun sel sogs/","shwa sa na dhi bam/","9 ff., 21 ff., 13 ff., 31 ff., 5 ff., 20 ff., 12 ff., 14 ff., 26 ff., 9 ff., 7 ff., 37 ff., 7 ff.","Block Print",NA,"20x6","24x8",NA,NA,"tsagaanaa","01/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","W1NLM598","I1NLM598","W1NLM598-I1NLM598","1","M0058511","paper cover","མཁའ་འགྲོ་འབྲུ་བརྒྱད་སྡེ་ལྔ་འཁོར་ལོ་སོགས།","mkha' 'gro 'bru brgyad sde lnga 'khor lo sogs/",NA,"9 ff., 8 ff., 2 ff., 2 ff., 10 ff., 4 ff., 3 ff., 2 ff., 6 ff., 10 ff., 4 ff., 9 ff., 5 ff., 9 ff., 23 ff.","dbu med manuscript",NA,"16.5x6.5","22x8.5",NA,NA,"Zulaa","01/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","W1NLM599","I1NLM599","W1NLM599-I1NLM599","1","M0058512","n/a","རྗེ་བཙུན་སེང་ལྡེང་ནགས་སྒྲོལ་ཀྱི་སྒྲུབ་འཕྲིན་ཙིནྟ་མ་ཎིའི་བརྒྱུད་འདེབས་སྨོན་ལམ་ཤིས་བརྗོད་དང་བཅས་པ་སོགས།","rje btsun seng ldeng nags sgrol kyi sgrub 'phren tsin+ta ma Ni'i brgyud 'debs smon lam shis brjod dang bcas pa sogs/","ngag dbang blo bzang/","6 ff., 5 ff., 8 ff., 4 ff., 5 ff., 24 ff., 13 ff., 10 ff., 3 ff., 24 ff., 14 ff., 18 ff., 4 ff., 21 ff.","dbu med manuscript",NA,"17x5","22x9",NA,NA,"Zulaa","01/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","W1NLM600","I1NLM600","W1NLM600-I1NLM600","1","M0058513","n/a","གོ་བའི་ལྷ་ལྔའི་བཟློག་བསྒྱུར་བར་ཆད་ཀུན་སེལ་སོགས།","go ba'i lha lnga'i bzlog bsgyur bar chad kun sel sogs/","blo bzang dpal ldan bstan pa'i rgyal msthan/","11 ff., 8 ff., 1 ff., 2 ff., 15 ff., 17 ff., 11 ff., 3 ff., 9 ff., 15 ff., 12 ff., 2 ff., 10 ff., 4 ff., 9 ff., 13 ff., 14 ff.,","dbe med manuscript",NA,"17.5x6.5","22x8.5",NA,NA,"Zulaa","01/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","W1NLM601","I1NLM601","W1NLM601-I1NLM601","1","M0058514","wooden cover","ཐོར་ཐུག་པའི་མཆོད་པ་སོགས།","thor thug pa'i mchod pa sogs/","blo bzang chos kyi rgyal mtshan/","2 ff., 12 ff., 2 ff., 2 ff., 2 ff., 50 ff., 7 ff., 3 ff.","dbe med manuscript",NA,"16x7","22x9",NA,NA,"tsagaanaa","01/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","W1NLM602","I1NLM602","W1NLM602-I1NLM602","1","M0058515","paper cover","མ་གཅིག་མཁའ་འགྲོའི་སྙན་བརྒྱུད་ཀྱི་ལམ་ཟབ་རྒྱུན་གྱི་རྣལ་འབྱོར་འཁྱེར་བདེ་བ་བཀོད་པ་སོགས།","ma gcig mkha' 'gro snyan brgyud lam zab rgyun gyi rnal 'byor 'khyer bde ba bkod pa sogs/","byams pa lha dbang rig 'dzin/","25 ff., 13 ff., 4 ff., 3 ff., 2 ff., 3 ff., 2 ff., 3 ff., 16 ff., 19 ff., 4 ff., 6 ff., 11 ff., 3 ff., 2 ff., 10 ff., 6 ff., 4-9 ff., 7 ff.","Block Print",NA,"18.5x6","21x8",NA,NA,"tsagaanaa","01/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","W1NLM603","I1NLM603","W1NLM603-I1NLM603","1","M0058516","n/a","འགོ་བའི་ལྷ་ལྔའི་བསྐང་གསོ་བསྟོད་པ་བསངས་གསེར་གཡང་འགུགས་སོགས་མཆོད་སྤྲིན་རྒྱས་པ་འཕྲིན་ལས་མྱུར་དུ་སྒྲུབ་པའི་ཆོ་ག་བཀྲ་ཤིས་དགའ་སྟོན་སོགས།","go ba'i lha lnga'i bskang gso bstod pa bsangs gser g.yang 'gugs sogs mchod sprin rgyas pa 'phrin las myur du sgrub pa'i cho ga bkra shis dga' ston sogs/",NA,"31 ff., 11 ff., 1 ff., 22 ff., 7 ff., 11 ff., 13 ff., 2 ff., 10 ff., 3 ff., 14 ff., 7 ff., 12 ff., 14 ff.","dbu med manuscript",NA,"16x6","21.5x8.5",NA,NA,"Zulaa","01/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","W1NLM604","I1NLM604","W1NLM604-I1NLM604","1","M0058517","n/a","དཔེ་ཆོས་རིན་ཆེན་སྤུངས་ཀྱི་གཏམ་རྒྱུད་རིན་ཆེན་འཕྲེང་མཛེས།","dpe chos rin chen spungs kyi gtam rgyud rin chen 'phreng mdzes/",NA,"237 ff.","Block Print",NA,"19x6.5","24.5x9",NA,NA,"tsagaanaa","01/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","W1NLM605","I1NLM605","W1NLM605-I1NLM605","1","M0058518","n/a","དཔལ་ལྡན་ལྷ་མོའི་སྒོ་ནས་གློ་བུར་ལས་བཅོལ་གྱི་ཟོར་འཕེན་ཚུལ་དགེགས་ཕྱེ་མར་འཐག་པའི་འཁོར་ལོ་སོགས།","dpal ldan lha mo'i sgo nas glo bur las bcol gyi zor 'phen tshul bgegs phye mar 'thag pa'i 'khor lo sogs/","ngag dbang blo bzang bstan pa'i rgyal mtshan/","9 ff., 14 ff., 6 ff., 11 ff., 10 ff., 20 ff., 2 ff., 3 ff., 13 ff., 19 ff., 13 ff., 6 ff.","dbu med manuscript",NA,"16.5x6","21x8.5",NA,NA,"Zulaa","01/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"607","W1NLM606","I1NLM606","W1NLM606-I1NLM606","1","M0058519","n/a","སྲོག་བདག་དམར་པོ་ཤན་པ་གྲི་ཐོག་ཀྱི་བསྒྲུབ་པ་གནམ་ལྕགས་ཐོག་དམར་སོགས།","srog bdag dmar po shan pa gri thog kyi bsgrub pa gnam lcags thog dmar sogs/",NA,"28 ff., 3 ff., 5 ff., 5 ff., 18 ff., 8 ff., 2 ff., 8 ff., 35 ff., 3 ff. end folio missing, 13 ff., 22 ff., 23 ff., 31 ff., 2 ff., 2 ff.","dbu med manuscript",NA,"18.5x6","22x8.5",NA,NA,"Zulaa","01/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"608","W1NLM607","I1NLM607","W1NLM607-I1NLM607","1","M0058520","paper cover","བཀྲ་ཤིས་བརྩེགས་པ་སོགས།","bkra shis brtsegs pa sogs/",NA,"23 ff., 5 ff., 4 ff., 4 ff., 8 ff., 1 ff., 3 ff., 5 ff., 24 ff., 11 ff.","Block Print",NA,"14x4.5","20.5x7.5",NA,NA,"tsagaanaa","01/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"609","W1NLM608","I1NLM608","W1NLM608-I1NLM608","1","M0058521","n/a","ཕོངས་སེལ་སྒྲོལ་མའི་སྒྲུབ་ཐབས་མཎྜལ་གྱི་བདེན་ཆོ་ག་རིམ་སོགས།","phongs sel sgrol ma'i sgrub thabs maN+Dal gyi bden cho ga rim sogs/",NA,"23 ff., 2 ff., 3 ff., 2 ff., 4 ff., 5 ff. end folio missing, 23 ff., 19 ff., 5 ff., 5 ff., 11 ff., 4 ff., 8 ff., 8 ff., 3 ff., 6 ff.","dbu med manuscript",NA,"17.5x5.5",NA,NA,NA,"Zulaa","01/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","W1NLM609","I1NLM609","W1NLM609-I1NLM609","1","M0058522","n/a","བསྟན་པ་རིན་པོ་ཆེ་དབྱར་ཁས་བླངས་སོགས།","bstan pa rin po che dbyar khas blangs sogs/",NA,"5 ff., 5 ff., 3 ff., 20 ff., 2 ff., 16 ff., 6 ff., 12 ff., 4 ff., 2 ff., 4 ff., 13 ff., 2 ff., 3 ff., 5 ff., 3 ff., 9 ff., 11 ff., 5 ff., 6 ff., 1 ff., 3 ff., 3 ff., 2 ff., 6 ff., 3 ff., 6 ff., 3 ff.","dbu med manuscript",NA,"16.5x6","19.5x7",NA,NA,"tsagaanaa","01/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","W1NLM610","I1NLM610","W1NLM610-I1NLM610","1","M0058523","n/a","གཙུག་ཏོར་བཟློག་ཆེན་བསྡུས་པའི་ཆོ་ག་སྙིང་པོ་བཅུད་འདུས་སོགས།","gtsug tor bzlog chen bsdus pa'i cho ga snying po bcud 'dus sogs/","dhar ma badzra/","15 ff., 31 ff., 3 ff., 9 ff., 8 ff., 17 ff., 8 ff., 5 ff., 42 ff., 21 ff., 16 ff., 26 ff., 14 ff., 4 ff., 9 ff., 7 ff., 4 ff., 4 ff., 7 ff., 15 ff., 13 ff.","Block Print",NA,"20x6","22x7",NA,NA,"Zulaa","01/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","W1NLM611","I1NLM611","W1NLM611-I1NLM611","1","M0058524","paper cover","གདུགས་དཀར་མཆོག་ཏུ་གྲུབ་པ་སོགས།","gdugs dkar mchog tu grub pa sogs/",NA,"35 ff., 2- 5 ff., 2 ff., 3 ff., 4 ff., 4 ff., 2 ff., 7 ff., 6 ff., 8 ff., 11 ff., 2 ff., 4 ff., 11 ff., 2 ff., 4 ff., 12 ff.","dbu med manuscript",NA,"15.5x5.5","17x7",NA,NA,"tsagaanaa","01/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","W1NLM612","I1NLM612","W1NLM612-I1NLM612","1","M0058525","n/a","ཤོག་ཁྲ་སྣ་ཚོགས་བསྟན་རྩིས། དངུལ་གྱི་མེ་ལོང་དང་འབྲས་བཤད་བཅས་སོགས།","shog khra sna tshogs bstan rtsis/_dngul gyi me long dang 'bras bshad bcas sogs/",NA,"77 ff., 2 ff., 3 ff., 26 ff.","dbu med manuscript",NA,"18x6","21x7.5",NA,NA,"Zulaa","01/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","W1NLM613","I1NLM613","W1NLM613-I1NLM613","1","M0058526","n/a","རྟ་མགྲིན་གསང་སྒྲུབ་ཀྱི་སྒོ་ནས་བཀྲུ་བྱབས་བསྲུང་བ་བྱ་བའི་ཆོ་ག་བདུད་རྩིའི་བུམ་བཟང་སོགས།","rta mgrin gsang sgrub kyi sgo nas bkru byabs bsrung ba bay ba'i cho ga bdud rtsi'i bum bzang sogs/","dharma badzra/","15 ff., 3 ff., 7 ff., 7 ff., 10 ff., 24 ff., 9 ff., 3 ff., 26 ff., 6 ff. end folio missing, 5 ff., 12 ff.","dbu med manuscript",NA,"18x7","22x8.5",NA,NA,"tsagaanaa","01/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"615","W1NLM614","I1NLM614","W1NLM614-I1NLM614","1","M0058527","n/a","རི་དྭགས་ཀྱིས་མྱ་ངན་སྐྱོབས་པའི་གཏམ་བརྗོད་སོགས།","ri dwags kyis mya ngan skyobs pa'i gtam brjod sogs/","ye shes ming can/","3 ff., 3 ff., 3 ff., 4 ff., 9 ff., 4 ff., 3 ff., 8 ff., 4 ff., 5 ff., 14 ff., 5 ff., 2 ff., 2 ff., 5 ff., 5 ff., 4 ff., 6 ff.","dbu med manuscript",NA,"16.5x6.5","22x8.5",NA,NA,"Zulaa","01/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
